,ef_id,category_ipcc_1996,category_ipcc_2006,gas,description,region,value_original,unit_original,value_canonical,unit_canonical,equation,technical_reference,source_of_data,data_provider
18594,525921,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass (biomass_ag),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",7.95,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18595,525922,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","CARBON DIOXIDE
",Biomass: root component (biomass_root),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",2.19,tonnes dry matter/ha,,,"Equations 2.14, 2.16","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18596,525923,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Total Biomass,"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",10.14,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18597,525924,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass (biomass_ag),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",12.98,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18598,525925,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","CARBON DIOXIDE
",Biomass: root component (biomass_root),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",3.35,tonnes dry matter/ha,,,"Equations 2.14, 2.16","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18599,525926,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Total Biomass,"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",16.33,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18600,525927,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass (biomass_ag),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",24.52,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18601,525928,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","CARBON DIOXIDE
",Biomass: root component (biomass_root),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",5.91,tonnes dry matter/ha,,,"Equations 2.14, 2.16","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18602,525929,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Total Biomass,"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",30.43,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18603,525930,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass (biomass_ag),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",43.9,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18604,525931,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","CARBON DIOXIDE
",Biomass: root component (biomass_root),"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",9.8,tonnes dry matter/ha,,,"Equations 2.14, 2.16","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18605,525932,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Total Biomass,"Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.",53.67,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
18606,525933,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass (biomass_ag),"Spatial boundaries: Asia, India, Uttaranchal (geographic coordinates: 30.13, 79.6); Climate: ; Ecological zone: Subtropical mountain system; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1825 mm yr-1.",305.33,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014",Peer-reviewed journal,TFI TSU
18607,525934,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Total Biomass (biomass),"Spatial boundaries: Asia, India, Uttaranchal (geographic coordinates: 30.13, 79.6); Climate: ; Ecological zone: Subtropical mountain system; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1825 mm yr-1.",173.72,tonnes C/ha,,,"Equations 2.14, 2.16, 2.27","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014",Peer-reviewed journal,TFI TSU
18608,525935,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands
","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass (biomass_ag),"Spatial boundaries: Asia, India, Uttaranchal, Duggada (geographic coordinates: 29.78, 78.63); Climate: ; Ecological zone: Tropical moist forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1300 mm yr-1.",128.54,tonnes dry matter/ha,,,"Equations 2.14, 2.16, 2.27","Sharma, C. M., Baduni, N. P., Gairola, S., Ghildiyal, S. K., & Suyal, S. (2010). Tree diversity and carbon stocks of some major forest types of Garhwal Himalaya, India. Forest Ecology and Management, 260(12), 2170-2179. doi:10.1016/j.foreco.2010.09.014",Peer-reviewed journal,TFI TSU
